kana³;kontrola bl.;protokol;packetSize;iloscPackietow;errorRate;avBER;avOpTime;avResendPCounter
BEC;CRC32;GBN;8;10;1000;0.000200;0.000000;0.436280;0.069000
BEC;CRC32;GBN;8;10;1000;0.000400;0.000000;0.492756;0.176069
BEC;CRC32;GBN;8;10;1000;0.000600;0.000000;0.520213;0.231176
BEC;CRC32;GBN;8;10;1000;0.000800;0.000000;0.573440;0.334231
BEC;CRC32;GBN;8;10;1000;0.001000;0.000000;0.618213;0.420334
BEC;CRC32;GBN;8;10;1000;0.001200;0.000000;0.670258;0.516420
BEC;CRC32;GBN;8;10;1000;0.001400;0.000000;0.681670;0.541516
BEC;CRC32;GBN;8;10;1000;0.001600;0.000000;0.734562;0.641542
BEC;CRC32;GBN;8;10;1000;0.001800;0.000000;0.786215;0.743642
BEC;CRC32;GBN;8;10;1000;0.002000;0.000000;0.820506;0.806744
BEC;CRC32;GBN;8;10;1000;0.002200;0.000000;0.894621;0.947807
BEC;CRC32;GBN;8;10;1000;0.002400;0.000000;0.921815;1.004948
BEC;CRC32;GBN;8;10;1000;0.002600;0.000000;0.950682;1.055005
BEC;CRC32;GBN;8;10;1000;0.002800;0.000000;1.037951;1.223055
BEC;CRC32;GBN;8;10;1000;0.003000;0.000000;1.060998;1.264223
BEC;CRC32;GBN;8;10;1000;0.003200;0.000000;1.105021;1.350264
BEC;CRC32;GBN;8;10;1000;0.003400;0.000000;1.193905;1.514350
BEC;CRC32;GBN;8;10;1000;0.003600;0.000000;1.175994;1.488514
BEC;CRC32;GBN;8;10;1000;0.003800;0.000000;1.276136;1.663489
BEC;CRC32;GBN;8;10;1000;0.004000;0.000000;1.304636;1.728663
BEC;CRC32;GBN;8;10;1000;0.004200;0.000000;1.372185;1.854729
BEC;CRC32;GBN;8;10;1000;0.004400;0.000000;1.417732;1.942855
BEC;CRC32;GBN;8;10;1000;0.004600;0.000000;1.432658;1.978943
BEC;CRC32;GBN;8;10;1000;0.004800;0.000000;1.520513;2.137979
BEC;CRC32;GBN;8;10;1000;0.005000;0.000000;1.607521;2.299138
BEC;CRC32;GBN;8;10;1000;0.005200;0.000000;1.661368;2.406299
BEC;CRC32;GBN;8;10;1000;0.005400;0.000000;1.676021;2.429406
BEC;CRC32;GBN;8;10;1000;0.005600;0.000000;1.744356;2.552429
BEC;CRC32;GBN;8;10;1000;0.005800;0.000000;1.740584;2.535552
BEC;CRC32;GBN;8;10;1000;0.006000;0.000000;1.861581;2.768536
BEC;CRC32;GBN;8;10;1000;0.006200;0.000000;1.879862;2.814769
BEC;CRC32;GBN;8;10;1000;0.006400;0.000000;1.991880;3.015815
BEC;CRC32;GBN;8;10;1000;0.006600;0.000000;1.987912;3.009016
BEC;CRC32;GBN;8;10;1000;0.006800;0.000000;2.068708;3.156009
BEC;CRC32;GBN;8;10;1000;0.007000;0.000000;2.112349;3.243156
BEC;CRC32;GBN;8;10;1000;0.007200;0.000000;2.086392;3.186243
BEC;CRC32;GBN;8;10;1000;0.007400;0.000000;2.283646;3.558186
BEC;CRC32;GBN;8;10;1000;0.007600;0.000000;2.352804;3.687558
BEC;CRC32;GBN;8;10;1000;0.007800;0.000000;2.315113;3.617688
BEC;CRC32;GBN;8;10;1000;0.008000;0.000000;2.378435;3.740618
BEC;CRC32;GBN;8;10;1000;0.008200;0.000000;2.442058;3.853741
BEC;CRC32;GBN;8;10;1000;0.008400;0.000000;2.509082;3.980854
BEC;CRC32;GBN;8;10;1000;0.008600;0.000000;2.584109;4.124981
BEC;CRC32;GBN;8;10;1000;0.008800;0.000000;2.702464;4.332125
BEC;CRC32;GBN;8;10;1000;0.009000;0.000000;2.658302;4.255332
BEC;CRC32;GBN;8;10;1000;0.009200;0.000000;2.786138;4.493255
BEC;CRC32;GBN;8;10;1000;0.009400;0.000000;2.815826;4.536493
BEC;CRC32;GBN;8;10;1000;0.009600;0.000000;2.845856;4.586536
BEC;CRC32;GBN;8;10;1000;0.009800;0.000000;3.005246;4.902587
BEC;CRC32;GBN;8;10;1000;0.010000;0.000000;3.046205;4.965903
BEC;2z5;GBN;8;10;1000;0.000200;0.000000;0.450800;0.096000
BEC;2z5;GBN;8;10;1000;0.000600;0.000000;0.525247;0.242167
BEC;2z5;GBN;8;10;1000;0.000800;0.000000;0.575445;0.337242
BEC;2z5;GBN;8;10;1000;0.001000;0.000000;0.596135;0.378337
BEC;2z5;GBN;8;10;1000;0.001200;0.000000;0.670316;0.519378
BEC;2z5;GBN;8;10;1000;0.001400;0.000000;0.703950;0.578519
BEC;2z5;GBN;8;10;1000;0.001600;0.000000;0.742944;0.659579
BEC;2z5;GBN;8;10;1000;0.001800;0.000000;0.801743;0.767660
BEC;2z5;GBN;8;10;1000;0.002000;0.000000;0.823082;0.813768
BEC;2z5;GBN;8;10;1000;0.002200;0.000000;0.878583;0.916814
BEC;2z5;GBN;8;10;1000;0.002400;0.000000;0.926479;0.999917
BEC;2z5;GBN;8;10;1000;0.002600;0.000000;1.014166;1.177000
BEC;2z5;GBN;8;10;1000;0.002800;0.000000;1.022694;1.194177
BEC;2z5;GBN;8;10;1000;0.003000;0.000000;1.084143;1.309194
BEC;2z5;GBN;8;10;1000;0.003200;0.000000;1.119324;1.369309
BEC;2z5;GBN;8;10;1000;0.003400;0.000000;1.162799;1.456369
BEC;2z5;GBN;8;10;1000;0.003600;0.000000;1.205843;1.541456
BEC;2z5;GBN;8;10;1000;0.003800;0.000000;1.281446;1.690541
BEC;2z5;GBN;8;10;1000;0.004000;0.000000;1.340241;1.790691
BEC;2z5;GBN;8;10;1000;0.004200;0.000000;1.345740;1.802791
BEC;2z5;GBN;8;10;1000;0.004400;0.000000;1.383866;1.874803
BEC;2z5;GBN;8;10;1000;0.004600;0.000000;1.445184;1.996875
BEC;2z5;GBN;8;10;1000;0.004800;0.000000;1.461565;2.029997
BEC;2z5;GBN;8;10;1000;0.005000;0.000000;1.537502;2.175030
BEC;2z5;GBN;8;10;1000;0.005200;0.000000;1.556338;2.205175
BEC;2z5;GBN;8;10;1000;0.005400;0.000000;1.687236;2.447205
BEC;2z5;GBN;8;10;1000;0.005600;0.000000;1.708407;2.492447
BEC;2z5;GBN;8;10;1000;0.005800;0.000000;1.751148;2.564492
BEC;2z5;GBN;8;10;1000;0.006000;0.000000;1.852991;2.761564
BEC;2z5;GBN;8;10;1000;0.006200;0.000000;1.859493;2.772762
BEC;2z5;GBN;8;10;1000;0.006400;0.000000;1.903339;2.847773
BEC;2z5;GBN;8;10;1000;0.006600;0.000000;1.996623;3.015848
BEC;2z5;GBN;8;10;1000;0.006800;0.000000;2.040157;3.118016
BEC;2z5;GBN;8;10;1000;0.007000;0.000000;2.129920;3.278118
BEC;2z5;GBN;8;10;1000;0.007200;0.000000;2.234170;3.465278
BEC;2z5;GBN;8;10;1000;0.007400;0.000000;2.190394;3.379465
BEC;2z5;GBN;8;10;1000;0.007600;0.000000;2.245630;3.481379
BEC;2z5;GBN;8;10;1000;0.007800;0.000000;2.394606;3.758481
BEC;2z5;GBN;8;10;1000;0.008000;0.000000;2.372195;3.726758
BEC;2z5;GBN;8;10;1000;0.008200;0.000000;2.449052;3.871727
BEC;2z5;GBN;8;10;1000;0.008400;0.000000;2.603249;4.143872
BEC;2z5;GBN;8;10;1000;0.008600;0.000000;2.618963;4.183144
BEC;2z5;GBN;8;10;1000;0.008800;0.000000;2.673819;4.271183
BEC;2z5;GBN;8;10;1000;0.009000;0.000000;2.749914;4.409271
BEC;2z5;GBN;8;10;1000;0.009200;0.000000;2.777990;4.466409
BEC;2z5;GBN;8;10;1000;0.009400;0.000000;2.835178;4.589466
BEC;2z5;GBN;8;10;1000;0.009600;0.000000;2.871755;4.643589
BEC;2z5;GBN;8;10;1000;0.009800;0.000000;3.029072;4.912644
BEC;2z5;GBN;8;10;1000;0.010000;0.000000;3.080269;5.031913
